"id","question_text","opt1","opt2","opt3","opt4","reason1","reason2","reason3","reason4","concept","prereqs","a_vector","d_param","correct_option","status","review_notes","content_validated","misconception_validated","concept_id","prereq_ids","skill_vector","question_type","difficulty_tier","estimated_time_sec","item_exposure_limit","version","z1","z2","z3","z4"
"NCERT_InertPair_02","The inert pair effect is most prominent in which group of the periodic table?","All of these, increasing down the group","Group 15","Group 13","Group 14","Correct. The inert pair effect becomes more pronounced as we move down groups 13, 14, 15, 16.","Incorrect. It is seen in group 15, but also in others.","Incorrect. Group 13 shows it (Tl⁺ stable), but it is also seen in group 14 (Pb²⁺) and group 15 (Bi³⁺).","Incorrect. It is seen in group 14, but also in others.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.2, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","1","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","90","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_03","Which of the following oxidation states is most stable for thallium (Tl)?","+5","+1","+7","+3","Incorrect. +5 is not common for Tl.","Correct. Due to the inert pair effect, Tl⁺ is more stable than Tl³⁺.","Incorrect. Tl does not show +7.","Incorrect. Tl³⁺ is less stable and acts as an oxidizing agent.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.2, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.6","2","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","70","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_04","Why does Pb(IV) act as a strong oxidizing agent?","Because lead has a high ionization enthalpy.","Because Pb²⁺ is more stable due to the inert pair effect, and Pb⁴⁺ readily gains electrons to form Pb²⁺.","Because Pb⁴⁺ is very stable.","Because Pb⁴⁺ has a noble gas configuration.","Incorrect. A high ionization enthalpy would make electrons harder to remove from Pb, which does not explain why Pb4+ acts as an oxidizing agent; the real explanation is the inert pair effect stabilizing Pb2+.","Correct. The inert pair effect stabilizes Pb²⁺, so Pb⁴⁺ is a strong oxidizing agent (it is reduced to Pb²⁺).","Incorrect. Pb⁴⁺ is not stable; it is reduced to Pb²⁺.","Incorrect. Pb4+ does not have a noble gas configuration; after losing the 6s2 and 6p2 electrons, its configuration is [Xe]4f14 5d10, not that of a noble gas.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.8","2","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","125","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_05","Which of the following correctly represents the relative stability of +1 and +3 oxidation states for group 13 elements?","Tl⁺ is more stable than Tl³⁺, while B³⁺ is the only stable state for boron.","B > Al > Ga > In > Tl for +3","Both B⁺ and B³⁺ are stable.","The +3 state becomes more stable down the group.","Correct. Boron shows only +3, aluminum and gallium show +3 as more stable, indium shows both, thallium shows +1 as more stable due to inert pair effect.","Incorrect. For group 13, the +3 state is most stable for B, Al, Ga, In, but for Tl the +1 state becomes more stable. So the trend is not monotonic.","Incorrect. B⁺ is not stable.","Incorrect. The +3 state becomes less stable down the group; +1 becomes more stable.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","1","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","150","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_06","The inert pair effect is a consequence of:","Poor shielding by d and f electrons in heavier elements.","High ionization energy of s-electrons in heavy atoms due to relativistic effects and poor shielding.","Both A and B","High electronegativity of heavy elements.","Incorrect. This is part of the reason, but not the whole story.","Incorrect. This is also part of the reason.","Correct. Both poor shielding by inner d/f electrons and relativistic contraction of s-orbitals contribute to the ns² electrons being held more tightly and less available for bonding.","Incorrect. Heavy elements are not highly electronegative; electronegativity generally decreases down a group.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.9","3","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","115","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_07","In group 14, the stability of +2 oxidation state increases from C to Pb. This is due to:","Increasing electronegativity","Increasing inert pair effect","Decreasing atomic size","Increasing ionization energy","Incorrect. Electronegativity decreases down the group.","Correct. The inert pair effect becomes more pronounced, making the +2 state more stable for Sn and Pb.","Incorrect. Atomic size increases down the group, not decreases.","Incorrect. Ionization energy decreases down the group.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","2","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","95","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_08","Which of the following statements about the inert pair effect is correct?","It is negligible for elements of period 6.","It is observed only in s-block elements.","It results in higher oxidation states being more stable.","It is due to the increasing stability of the ns² electron pair as we move down a group.","Incorrect. It is most pronounced for period 6 elements (Tl, Pb, Bi).","Incorrect. It is observed in p-block elements of groups 13-16.","Incorrect. It makes lower oxidation states more stable.","Correct. As we move down, the ns² electrons become more tightly held due to poor shielding and relativistic effects, making them less available for bonding.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.6","4","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","140","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_09","The compound PbO₂ is a strong oxidizing agent. The reduction product is:","Pb²⁺ (PbO or Pb salts)","PbO","Pb","Pb₃O₄","Correct. PbO₂ is reduced to Pb²⁺ compounds (e.g., PbO or Pb salts).","Incorrect. PbO is Pb²⁺ with O²⁻; yes, that is Pb²⁺.","Incorrect. PbO₂ is reduced to Pb²⁺, not Pb(0).","Incorrect. Pb₃O₄ is a mixed oxide of Pb(II) and Pb(IV); not the primary reduction product.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","1","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","75","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_InertPair_10","Which of the following metals is expected to show the +1 oxidation state as the most stable, despite belonging to group 13?","Boron","Aluminum","Thallium","Gallium","Incorrect. Boron shows only +3.","Incorrect. Aluminum shows only +3.","Correct. Thallium exhibits +1 as the most stable oxidation state due to the inert pair effect.","Incorrect. Gallium shows both, but +3 is more stable.","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[1.2, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.6","3","reviewed","","True","True","Inert Pair Effect","Effective Nuclear Charge, Shielding Effect, Orbital Penetration","[0, 0, 1]","conceptual","advanced","85","60","1.0","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"NCERT_SilicatePoly_01","What are silicates?","Compounds containing silicon and carbon.","Compounds containing only silicon and oxygen.","Polymers of silicon hydrides.","Compounds containing silicon, oxygen, and metals, with the basic structural unit SiO₄⁴⁻.","Incorrect. That is organosilicon compounds.","Incorrect. That is silica (SiO₂), not silicates.","Incorrect. Silanes are silicon hydrides, not silicates.","Correct. Silicates are minerals where the basic unit is the SiO₄⁴⁻ tetrahedron, with silicon bonded to four oxygen atoms.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals, Charge Density (Z/r) and Ionic Potential","[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","4","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals, Charge Density (Z/r) and Ionic Potential","[0, 1, 0]","conceptual","advanced","95","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_SilicatePoly_02","The basic structural unit of silicates is:","SiO₃²⁻","SiO₂","Si₂O₇⁶⁻","SiO₄⁴⁻","Incorrect. This is the pyrosilicate unit, not the basic unit.","Incorrect. SiO₂ is silica, not the basic unit of silicates.","Incorrect. This is the pyrosilicate anion, formed by sharing one oxygen between two tetrahedra.","Correct. The SiO₄⁴⁻ tetrahedron is the fundamental building block of all silicates.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.6","4","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0, 1, 0]","conceptual","advanced","60","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_SilicatePoly_03","In silicates, silicon exhibits which type of hybridization?","sp","sp³","sp³d","sp²","Incorrect. sp gives linear geometry, not tetrahedral.","Correct. Each silicon is tetrahedrally coordinated by four oxygen atoms, using sp³ hybrid orbitals.","Incorrect. sp³d would give trigonal bipyramidal or square pyramidal, not tetrahedral.","Incorrect. sp² gives trigonal planar, not tetrahedral.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.6","2","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0, 1, 0]","conceptual","advanced","60","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_SilicatePoly_04","Which type of silicate has a three-dimensional network structure with all oxygen atoms shared between SiO₄ tetrahedra?","Tectosilicates","Sheet silicates","Pyrosilicates","Orthosilicates","Correct. Tectosilicates (e.g., quartz, feldspar) have each oxygen shared between two tetrahedra, forming a 3D framework.","Incorrect. Sheet silicates (e.g., mica) have three oxygens shared per tetrahedron, forming sheets.","Incorrect. Pyrosilicates have two tetrahedra sharing one oxygen.","Incorrect. Orthosilicates have discrete SiO₄⁴⁻ units, no sharing.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.8","1","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0, 1, 0]","conceptual","advanced","80","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_SilicatePoly_05","The polymerization of silicate units occurs by:","Formation of Si-Si bonds.","Sharing of oxygen atoms between SiO₄ tetrahedra.","Sharing of silicon atoms between units.","Loss of water molecules without bond formation.","Incorrect. Si-Si bonds are not present in silicates (except in silicides).","Correct. Silicate polymerization involves oxygen atoms being shared between adjacent SiO₄ tetrahedra, forming Si-O-Si bridges.","Incorrect. Silicon atoms are not directly shared.","Incorrect. Polymerization involves condensation (loss of water) but the key is sharing of oxygens.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","2","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0, 1, 0]","conceptual","advanced","95","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_SilicatePoly_06","Which of the following is an example of a chain silicate (inosilicate)?","Talc","Feldspar","Quartz","Asbestos","Incorrect. Talc is a sheet silicate.","Incorrect. Feldspar is a tectosilicate.","Incorrect. Quartz is a tectosilicate (3D network).","Correct. Asbestos (e.g., chrysotile) is a chain silicate (inosilicate) with single or double chains of SiO₄ tetrahedra.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","4","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0, 1, 0]","conceptual","advanced","70","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_SilicatePoly_07","In sheet silicates (phyllosilicates), each SiO₄ tetrahedron shares how many of its oxygen atoms with neighboring tetrahedra?","4","2","3","1","Incorrect. Four shared oxygens give tectosilicates (3D framework).","Incorrect. Two shared oxygens give chain silicates.","Correct. In sheet silicates, three oxygens of each tetrahedron are shared, forming infinite two-dimensional sheets.","Incorrect. One shared oxygen gives pyrosilicates.","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","0.7","3","reviewed","","True","True","Polymerization of Silicate Units","Sigma and Pi Bonding in Molecular Orbitals","[0, 1, 0]","numerical","advanced","75","60","1.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
